[2025-06-01 17:22:26,753][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-03 21:26:23,136][DEBUG][MCPVectorOps] Starting new HTTPS connection (1): oauth2.googleapis.com:443
[2025-06-03 21:26:23,384][DEBUG][MCPVectorOps] https://oauth2.googleapis.com:443 "POST /token HTTP/1.1" 200 None
[2025-06-03 21:26:25,512][DEBUG][MCPVectorOps] Response sent
[2025-06-03 21:28:38,155][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-03 21:28:38,160][DEBUG][MCPVectorOps] Initializing server 'MCPVectorOpsServer'
[2025-06-03 21:28:38,160][DEBUG][MCPVectorOps] Registering handler for ListToolsRequest
[2025-06-03 21:28:38,160][DEBUG][MCPVectorOps] Registering handler for CallToolRequest
[2025-06-03 21:28:38,160][DEBUG][MCPVectorOps] Registering handler for ListResourcesRequest
[2025-06-03 21:28:38,160][DEBUG][MCPVectorOps] Registering handler for ReadResourceRequest
[2025-06-03 21:28:38,160][DEBUG][MCPVectorOps] Registering handler for PromptListRequest
[2025-06-03 21:28:38,160][DEBUG][MCPVectorOps] Registering handler for GetPromptRequest
[2025-06-03 21:28:38,160][DEBUG][MCPVectorOps] Registering handler for ListResourceTemplatesRequest
[2025-06-03 21:28:38,168][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-03 21:28:38,168][DEBUG][MCPVectorOps] Creating MCPVectorOpsServer instance
[2025-06-03 21:28:38,168][DEBUG][MCPVectorOps] Using selector: EpollSelector
[2025-06-03 21:28:38,178][DEBUG][MCPVectorOps] Received message: root=InitializedNotification(method='notifications/initialized', params=None, jsonrpc='2.0')
[2025-06-03 21:28:38,179][DEBUG][MCPVectorOps] Received message: <mcp.shared.session.RequestResponder object at 0x70c7c60ae0d0>
[2025-06-03 21:28:38,179][INFO][MCPVectorOps] Processing request of type CallToolRequest
[2025-06-03 21:28:38,179][DEBUG][MCPVectorOps] Dispatching request of type CallToolRequest
[2025-06-03 21:28:38,179][DEBUG][MCPVectorOps] Received vector_ops request: {
  "operation": "search_similar",
  "security_id": "MN0LNDB68390",
  "vector_store_type": "text",
  "query": "security_id, ISIN, currency, principal_amount_issued, coupon_rate_type, coupon_rate, coupon_frequency, issue_date, maturity_date, trustee_agent, call_provisions, put_provisions, governing_law, default_interest_rate, denomination, listing_venue",
  "queries": null,
  "k": 5,
  "n_clusters": 10
}
[2025-06-03 21:28:38,179][INFO][MCPVectorOps] [vector_ops] Using vector_store_type=text for security_id=MN0LNDB68390
[2025-06-03 21:28:38,180][DEBUG][MCPVectorOps] Loaded FAISS index for MN0LNDB68390 at /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index. Index dimension (index.d): 768, Total vectors (index.ntotal): 164
[2025-06-03 21:28:38,181][INFO][MCPVectorOps] Successfully loaded 'text' FAISS index for MN0LNDB68390 from /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index with dimension 768.
[2025-06-03 21:28:38,181][INFO][MCPVectorOps] [vector_ops] Loaded vector store directory for type=text, security_id=MN0LNDB68390
[2025-06-03 21:28:39,208][DEBUG][MCPVectorOps] Starting new HTTPS connection (1): oauth2.googleapis.com:443
[2025-06-03 21:28:39,450][DEBUG][MCPVectorOps] https://oauth2.googleapis.com:443 "POST /token HTTP/1.1" 200 None
[2025-06-03 21:28:41,562][DEBUG][MCPVectorOps] Response sent
[2025-06-03 21:28:56,800][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-03 21:28:56,805][DEBUG][MCPVectorOps] Initializing server 'MCPVectorOpsServer'
[2025-06-03 21:28:56,805][DEBUG][MCPVectorOps] Registering handler for ListToolsRequest
[2025-06-03 21:28:56,805][DEBUG][MCPVectorOps] Registering handler for CallToolRequest
[2025-06-03 21:28:56,805][DEBUG][MCPVectorOps] Registering handler for ListResourcesRequest
[2025-06-03 21:28:56,805][DEBUG][MCPVectorOps] Registering handler for ReadResourceRequest
[2025-06-03 21:28:56,805][DEBUG][MCPVectorOps] Registering handler for PromptListRequest
[2025-06-03 21:28:56,805][DEBUG][MCPVectorOps] Registering handler for GetPromptRequest
[2025-06-03 21:28:56,805][DEBUG][MCPVectorOps] Registering handler for ListResourceTemplatesRequest
[2025-06-03 21:28:56,813][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-03 21:28:56,813][DEBUG][MCPVectorOps] Creating MCPVectorOpsServer instance
[2025-06-03 21:28:56,813][DEBUG][MCPVectorOps] Using selector: EpollSelector
[2025-06-03 21:28:56,822][DEBUG][MCPVectorOps] Received message: root=InitializedNotification(method='notifications/initialized', params=None, jsonrpc='2.0')
[2025-06-03 21:28:56,822][DEBUG][MCPVectorOps] Received message: <mcp.shared.session.RequestResponder object at 0x74a90c8a60d0>
[2025-06-03 21:28:56,822][INFO][MCPVectorOps] Processing request of type CallToolRequest
[2025-06-03 21:28:56,823][DEBUG][MCPVectorOps] Dispatching request of type CallToolRequest
[2025-06-03 21:28:56,823][DEBUG][MCPVectorOps] Received vector_ops request: {
  "operation": "search_similar",
  "security_id": "MN0LNDB68390",
  "vector_store_type": "text",
  "query": "trustee agent",
  "queries": null,
  "k": 5,
  "n_clusters": 10
}
[2025-06-03 21:28:56,823][INFO][MCPVectorOps] [vector_ops] Using vector_store_type=text for security_id=MN0LNDB68390
[2025-06-03 21:28:56,823][DEBUG][MCPVectorOps] Loaded FAISS index for MN0LNDB68390 at /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index. Index dimension (index.d): 768, Total vectors (index.ntotal): 164
[2025-06-03 21:28:56,824][INFO][MCPVectorOps] Successfully loaded 'text' FAISS index for MN0LNDB68390 from /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index with dimension 768.
[2025-06-03 21:28:56,824][INFO][MCPVectorOps] [vector_ops] Loaded vector store directory for type=text, security_id=MN0LNDB68390
[2025-06-03 21:28:57,611][DEBUG][MCPVectorOps] Starting new HTTPS connection (1): oauth2.googleapis.com:443
[2025-06-03 21:28:57,874][DEBUG][MCPVectorOps] https://oauth2.googleapis.com:443 "POST /token HTTP/1.1" 200 None
[2025-06-03 21:28:59,901][DEBUG][MCPVectorOps] Response sent
[2025-06-03 21:29:03,705][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-03 21:29:03,709][DEBUG][MCPVectorOps] Initializing server 'MCPVectorOpsServer'
[2025-06-03 21:29:03,710][DEBUG][MCPVectorOps] Registering handler for ListToolsRequest
[2025-06-03 21:29:03,710][DEBUG][MCPVectorOps] Registering handler for CallToolRequest
[2025-06-03 21:29:03,710][DEBUG][MCPVectorOps] Registering handler for ListResourcesRequest
[2025-06-03 21:29:03,710][DEBUG][MCPVectorOps] Registering handler for ReadResourceRequest
[2025-06-03 21:29:03,710][DEBUG][MCPVectorOps] Registering handler for PromptListRequest
[2025-06-03 21:29:03,710][DEBUG][MCPVectorOps] Registering handler for GetPromptRequest
[2025-06-03 21:29:03,710][DEBUG][MCPVectorOps] Registering handler for ListResourceTemplatesRequest
[2025-06-03 21:29:03,717][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-03 21:29:03,717][DEBUG][MCPVectorOps] Creating MCPVectorOpsServer instance
[2025-06-03 21:29:03,717][DEBUG][MCPVectorOps] Using selector: EpollSelector
[2025-06-03 21:29:03,725][DEBUG][MCPVectorOps] Received message: root=InitializedNotification(method='notifications/initialized', params=None, jsonrpc='2.0')
[2025-06-03 21:29:03,726][DEBUG][MCPVectorOps] Received message: <mcp.shared.session.RequestResponder object at 0x7df378b5a0d0>
[2025-06-03 21:29:03,726][INFO][MCPVectorOps] Processing request of type CallToolRequest
[2025-06-03 21:29:03,726][DEBUG][MCPVectorOps] Dispatching request of type CallToolRequest
[2025-06-03 21:29:03,726][DEBUG][MCPVectorOps] Received vector_ops request: {
  "operation": "batch_search",
  "security_id": "MN0LNDB68390",
  "vector_store_type": "text",
  "query": null,
  "queries": [
    ""
  ],
  "k": 5,
  "n_clusters": 10
}
[2025-06-03 21:29:03,726][INFO][MCPVectorOps] [vector_ops] Using vector_store_type=text for security_id=MN0LNDB68390
[2025-06-03 21:29:03,727][DEBUG][MCPVectorOps] Loaded FAISS index for MN0LNDB68390 at /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index. Index dimension (index.d): 768, Total vectors (index.ntotal): 164
[2025-06-03 21:29:03,727][INFO][MCPVectorOps] Successfully loaded 'text' FAISS index for MN0LNDB68390 from /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index with dimension 768.
[2025-06-03 21:29:03,727][INFO][MCPVectorOps] [vector_ops] Loaded vector store directory for type=text, security_id=MN0LNDB68390
[2025-06-03 21:29:04,487][DEBUG][MCPVectorOps] Starting new HTTPS connection (1): oauth2.googleapis.com:443
[2025-06-03 21:29:04,729][DEBUG][MCPVectorOps] https://oauth2.googleapis.com:443 "POST /token HTTP/1.1" 200 None
[2025-06-03 21:29:07,620][DEBUG][MCPVectorOps] [batch_search] queries.shape=(1, 768), index.d=768, expected_dim=768
[2025-06-03 21:29:07,621][DEBUG][MCPVectorOps] Response sent
[2025-06-03 21:40:26,423][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-03 21:40:26,428][DEBUG][MCPVectorOps] Initializing server 'MCPVectorOpsServer'
[2025-06-03 21:40:26,428][DEBUG][MCPVectorOps] Registering handler for ListToolsRequest
[2025-06-03 21:40:26,428][DEBUG][MCPVectorOps] Registering handler for CallToolRequest
[2025-06-03 21:40:26,428][DEBUG][MCPVectorOps] Registering handler for ListResourcesRequest
[2025-06-03 21:40:26,428][DEBUG][MCPVectorOps] Registering handler for ReadResourceRequest
[2025-06-03 21:40:26,428][DEBUG][MCPVectorOps] Registering handler for PromptListRequest
[2025-06-03 21:40:26,428][DEBUG][MCPVectorOps] Registering handler for GetPromptRequest
[2025-06-03 21:40:26,428][DEBUG][MCPVectorOps] Registering handler for ListResourceTemplatesRequest
[2025-06-03 21:40:26,435][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-03 21:40:26,435][DEBUG][MCPVectorOps] Creating MCPVectorOpsServer instance
[2025-06-03 21:40:26,435][DEBUG][MCPVectorOps] Using selector: EpollSelector
[2025-06-03 21:40:26,444][DEBUG][MCPVectorOps] Received message: root=InitializedNotification(method='notifications/initialized', params=None, jsonrpc='2.0')
[2025-06-03 21:40:26,444][DEBUG][MCPVectorOps] Received message: <mcp.shared.session.RequestResponder object at 0x73ab5eca60d0>
[2025-06-03 21:40:26,444][INFO][MCPVectorOps] Processing request of type CallToolRequest
[2025-06-03 21:40:26,445][DEBUG][MCPVectorOps] Dispatching request of type CallToolRequest
[2025-06-03 21:40:26,445][DEBUG][MCPVectorOps] Received vector_ops request: {
  "operation": "search_similar",
  "security_id": "MN0LNDB68390",
  "vector_store_type": "text",
  "query": "security_id, ISIN, currency, principal_amount_issued, coupon_rate_type, coupon_rate, coupon_frequency, issue_date, maturity_date, trustee_agent, call_provisions, put_provisions, governing_law, default_interest_rate, denomination, listing_venue",
  "queries": null,
  "k": 5,
  "n_clusters": 10
}
[2025-06-03 21:40:26,445][INFO][MCPVectorOps] [vector_ops] Using vector_store_type=text for security_id=MN0LNDB68390
[2025-06-03 21:40:26,445][DEBUG][MCPVectorOps] Loaded FAISS index for MN0LNDB68390 at /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index. Index dimension (index.d): 768, Total vectors (index.ntotal): 164
[2025-06-03 21:40:26,446][INFO][MCPVectorOps] Successfully loaded 'text' FAISS index for MN0LNDB68390 from /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index with dimension 768.
[2025-06-03 21:40:26,446][INFO][MCPVectorOps] [vector_ops] Loaded vector store directory for type=text, security_id=MN0LNDB68390
[2025-06-03 21:40:27,593][DEBUG][MCPVectorOps] Starting new HTTPS connection (1): oauth2.googleapis.com:443
[2025-06-03 21:40:27,838][DEBUG][MCPVectorOps] https://oauth2.googleapis.com:443 "POST /token HTTP/1.1" 200 None
[2025-06-03 21:40:30,936][DEBUG][MCPVectorOps] Response sent
[2025-06-03 21:41:31,883][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-03 21:41:31,895][DEBUG][MCPVectorOps] Initializing server 'MCPVectorOpsServer'
[2025-06-03 21:41:31,895][DEBUG][MCPVectorOps] Registering handler for ListToolsRequest
[2025-06-03 21:41:31,895][DEBUG][MCPVectorOps] Registering handler for CallToolRequest
[2025-06-03 21:41:31,895][DEBUG][MCPVectorOps] Registering handler for ListResourcesRequest
[2025-06-03 21:41:31,895][DEBUG][MCPVectorOps] Registering handler for ReadResourceRequest
[2025-06-03 21:41:31,895][DEBUG][MCPVectorOps] Registering handler for PromptListRequest
[2025-06-03 21:41:31,895][DEBUG][MCPVectorOps] Registering handler for GetPromptRequest
[2025-06-03 21:41:31,895][DEBUG][MCPVectorOps] Registering handler for ListResourceTemplatesRequest
[2025-06-03 21:41:31,906][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-03 21:41:31,906][DEBUG][MCPVectorOps] Creating MCPVectorOpsServer instance
[2025-06-03 21:41:31,906][DEBUG][MCPVectorOps] Using selector: EpollSelector
[2025-06-03 21:41:31,918][DEBUG][MCPVectorOps] Received message: root=InitializedNotification(method='notifications/initialized', params=None, jsonrpc='2.0')
[2025-06-03 21:41:31,919][DEBUG][MCPVectorOps] Received message: <mcp.shared.session.RequestResponder object at 0x715f861320d0>
[2025-06-03 21:41:31,919][INFO][MCPVectorOps] Processing request of type CallToolRequest
[2025-06-03 21:41:31,919][DEBUG][MCPVectorOps] Dispatching request of type CallToolRequest
[2025-06-03 21:41:31,919][DEBUG][MCPVectorOps] Received vector_ops request: {
  "operation": "search_similar",
  "security_id": "MN0LNDB68390",
  "vector_store_type": "text",
  "query": "security_id, ISIN, currency, principal_amount_issued, coupon_rate_type, coupon_rate, coupon_frequency, issue_date, maturity_date, trustee_agent, call_provisions, put_provisions, governing_law, default_interest_rate, denomination, listing_venue",
  "queries": null,
  "k": 5,
  "n_clusters": 10
}
[2025-06-03 21:41:31,919][INFO][MCPVectorOps] [vector_ops] Using vector_store_type=text for security_id=MN0LNDB68390
[2025-06-03 21:41:31,920][DEBUG][MCPVectorOps] Loaded FAISS index for MN0LNDB68390 at /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index. Index dimension (index.d): 768, Total vectors (index.ntotal): 164
[2025-06-03 21:41:31,920][INFO][MCPVectorOps] Successfully loaded 'text' FAISS index for MN0LNDB68390 from /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index with dimension 768.
[2025-06-03 21:41:31,920][INFO][MCPVectorOps] [vector_ops] Loaded vector store directory for type=text, security_id=MN0LNDB68390
[2025-06-03 21:41:32,984][DEBUG][MCPVectorOps] Starting new HTTPS connection (1): oauth2.googleapis.com:443
[2025-06-03 21:41:33,230][DEBUG][MCPVectorOps] https://oauth2.googleapis.com:443 "POST /token HTTP/1.1" 200 None
[2025-06-03 21:41:36,365][DEBUG][MCPVectorOps] Response sent
[2025-06-03 21:47:31,701][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-03 21:47:31,707][DEBUG][MCPVectorOps] Initializing server 'MCPVectorOpsServer'
[2025-06-03 21:47:31,707][DEBUG][MCPVectorOps] Registering handler for ListToolsRequest
[2025-06-03 21:47:31,707][DEBUG][MCPVectorOps] Registering handler for CallToolRequest
[2025-06-03 21:47:31,707][DEBUG][MCPVectorOps] Registering handler for ListResourcesRequest
[2025-06-03 21:47:31,707][DEBUG][MCPVectorOps] Registering handler for ReadResourceRequest
[2025-06-03 21:47:31,707][DEBUG][MCPVectorOps] Registering handler for PromptListRequest
[2025-06-03 21:47:31,707][DEBUG][MCPVectorOps] Registering handler for GetPromptRequest
[2025-06-03 21:47:31,707][DEBUG][MCPVectorOps] Registering handler for ListResourceTemplatesRequest
[2025-06-03 21:47:31,714][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-03 21:47:31,714][DEBUG][MCPVectorOps] Creating MCPVectorOpsServer instance
[2025-06-03 21:47:31,714][DEBUG][MCPVectorOps] Using selector: EpollSelector
[2025-06-03 21:47:31,723][DEBUG][MCPVectorOps] Received message: root=InitializedNotification(method='notifications/initialized', params=None, jsonrpc='2.0')
[2025-06-03 21:47:31,723][DEBUG][MCPVectorOps] Received message: <mcp.shared.session.RequestResponder object at 0x7d5ba935e0d0>
[2025-06-03 21:47:31,723][INFO][MCPVectorOps] Processing request of type CallToolRequest
[2025-06-03 21:47:31,723][DEBUG][MCPVectorOps] Dispatching request of type CallToolRequest
[2025-06-03 21:47:31,724][DEBUG][MCPVectorOps] Received vector_ops request: {
  "operation": "search_similar",
  "security_id": "MN0LNDB68390",
  "vector_store_type": "text",
  "query": "security_id, ISIN, currency, principal_amount_issued, coupon_rate_type, coupon_rate, coupon_frequency, issue_date, maturity_date, trustee_agent, call_provisions, put_provisions, governing_law, default_interest_rate, denomination, listing_venue",
  "queries": null,
  "k": 5,
  "n_clusters": 10
}
[2025-06-03 21:47:31,724][INFO][MCPVectorOps] [vector_ops] Using vector_store_type=text for security_id=MN0LNDB68390
[2025-06-03 21:47:31,724][DEBUG][MCPVectorOps] Loaded FAISS index for MN0LNDB68390 at /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index. Index dimension (index.d): 768, Total vectors (index.ntotal): 164
[2025-06-03 21:47:31,725][INFO][MCPVectorOps] Successfully loaded 'text' FAISS index for MN0LNDB68390 from /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index with dimension 768.
[2025-06-03 21:47:31,725][INFO][MCPVectorOps] [vector_ops] Loaded vector store directory for type=text, security_id=MN0LNDB68390
[2025-06-03 21:47:32,846][DEBUG][MCPVectorOps] Starting new HTTPS connection (1): oauth2.googleapis.com:443
[2025-06-03 21:47:33,104][DEBUG][MCPVectorOps] https://oauth2.googleapis.com:443 "POST /token HTTP/1.1" 200 None
[2025-06-03 21:47:36,413][DEBUG][MCPVectorOps] Response sent
[2025-06-03 21:49:18,461][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-03 21:49:18,465][DEBUG][MCPVectorOps] Initializing server 'MCPVectorOpsServer'
[2025-06-03 21:49:18,466][DEBUG][MCPVectorOps] Registering handler for ListToolsRequest
[2025-06-03 21:49:18,466][DEBUG][MCPVectorOps] Registering handler for CallToolRequest
[2025-06-03 21:49:18,466][DEBUG][MCPVectorOps] Registering handler for ListResourcesRequest
[2025-06-03 21:49:18,466][DEBUG][MCPVectorOps] Registering handler for ReadResourceRequest
[2025-06-03 21:49:18,466][DEBUG][MCPVectorOps] Registering handler for PromptListRequest
[2025-06-03 21:49:18,466][DEBUG][MCPVectorOps] Registering handler for GetPromptRequest
[2025-06-03 21:49:18,466][DEBUG][MCPVectorOps] Registering handler for ListResourceTemplatesRequest
[2025-06-03 21:49:18,472][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-03 21:49:18,473][DEBUG][MCPVectorOps] Creating MCPVectorOpsServer instance
[2025-06-03 21:49:18,473][DEBUG][MCPVectorOps] Using selector: EpollSelector
[2025-06-03 21:49:18,480][DEBUG][MCPVectorOps] Received message: root=InitializedNotification(method='notifications/initialized', params=None, jsonrpc='2.0')
[2025-06-03 21:49:18,481][DEBUG][MCPVectorOps] Received message: <mcp.shared.session.RequestResponder object at 0x7463218a60d0>
[2025-06-03 21:49:18,481][INFO][MCPVectorOps] Processing request of type CallToolRequest
[2025-06-03 21:49:18,481][DEBUG][MCPVectorOps] Dispatching request of type CallToolRequest
[2025-06-03 21:49:18,481][DEBUG][MCPVectorOps] Received vector_ops request: {
  "operation": "search_similar",
  "security_id": "MN0LNDB68390",
  "vector_store_type": "text",
  "query": "security_id, ISIN, currency, principal_amount_issued, coupon_rate_type, coupon_rate, coupon_frequency, issue_date, maturity_date, trustee_agent, call_provisions, put_provisions, governing_law, default_interest_rate, denomination, listing_venue",
  "queries": null,
  "k": 5,
  "n_clusters": 10
}
[2025-06-03 21:49:18,481][INFO][MCPVectorOps] [vector_ops] Using vector_store_type=text for security_id=MN0LNDB68390
[2025-06-03 21:49:18,482][DEBUG][MCPVectorOps] Loaded FAISS index for MN0LNDB68390 at /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index. Index dimension (index.d): 768, Total vectors (index.ntotal): 164
[2025-06-03 21:49:18,483][INFO][MCPVectorOps] Successfully loaded 'text' FAISS index for MN0LNDB68390 from /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index with dimension 768.
[2025-06-03 21:49:18,483][INFO][MCPVectorOps] [vector_ops] Loaded vector store directory for type=text, security_id=MN0LNDB68390
[2025-06-03 21:49:19,472][DEBUG][MCPVectorOps] Starting new HTTPS connection (1): oauth2.googleapis.com:443
[2025-06-03 21:49:19,737][DEBUG][MCPVectorOps] https://oauth2.googleapis.com:443 "POST /token HTTP/1.1" 200 None
[2025-06-03 21:49:22,689][DEBUG][MCPVectorOps] Response sent
[2025-06-03 21:50:57,298][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-03 21:50:57,302][DEBUG][MCPVectorOps] Initializing server 'MCPVectorOpsServer'
[2025-06-03 21:50:57,305][DEBUG][MCPVectorOps] Registering handler for ListToolsRequest
[2025-06-03 21:50:57,305][DEBUG][MCPVectorOps] Registering handler for CallToolRequest
[2025-06-03 21:50:57,305][DEBUG][MCPVectorOps] Registering handler for ListResourcesRequest
[2025-06-03 21:50:57,305][DEBUG][MCPVectorOps] Registering handler for ReadResourceRequest
[2025-06-03 21:50:57,305][DEBUG][MCPVectorOps] Registering handler for PromptListRequest
[2025-06-03 21:50:57,305][DEBUG][MCPVectorOps] Registering handler for GetPromptRequest
[2025-06-03 21:50:57,305][DEBUG][MCPVectorOps] Registering handler for ListResourceTemplatesRequest
[2025-06-03 21:50:57,312][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-03 21:50:57,312][DEBUG][MCPVectorOps] Creating MCPVectorOpsServer instance
[2025-06-03 21:50:57,312][DEBUG][MCPVectorOps] Using selector: EpollSelector
[2025-06-03 21:50:57,320][DEBUG][MCPVectorOps] Received message: root=InitializedNotification(method='notifications/initialized', params=None, jsonrpc='2.0')
[2025-06-03 21:50:57,320][DEBUG][MCPVectorOps] Received message: <mcp.shared.session.RequestResponder object at 0x752eb95320d0>
[2025-06-03 21:50:57,320][INFO][MCPVectorOps] Processing request of type CallToolRequest
[2025-06-03 21:50:57,320][DEBUG][MCPVectorOps] Dispatching request of type CallToolRequest
[2025-06-03 21:50:57,321][DEBUG][MCPVectorOps] Received vector_ops request: {
  "operation": "search_similar",
  "security_id": "MN0LNDB68390",
  "vector_store_type": "text",
  "query": "Retrieve any content blocks (narrative, descriptive, analytical, or tabular) that mention or discuss the issuer's industry, sector, business area, market, regulatory context, or economic environment. Include sections or paragraphs that provide even partial information about the issuer's sector, market, business activities, regulatory environment, competitive context, or industry risks. Prioritize but do not require blocks titled or mentioning 'Industry Overview', 'Market Analysis', 'Sector Trends', 'Competitive Landscape', 'Industry Risks', 'Regulatory Environment', 'Opportunities and Threats', or similar. If no dedicated industry section is present, include any content that describes what the issuer does, its business model, or its place in the market or economy.",
  "queries": null,
  "k": 10,
  "n_clusters": 10
}
[2025-06-03 21:50:57,321][INFO][MCPVectorOps] [vector_ops] Using vector_store_type=text for security_id=MN0LNDB68390
[2025-06-03 21:50:57,321][DEBUG][MCPVectorOps] Loaded FAISS index for MN0LNDB68390 at /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index. Index dimension (index.d): 768, Total vectors (index.ntotal): 164
[2025-06-03 21:50:57,322][INFO][MCPVectorOps] Successfully loaded 'text' FAISS index for MN0LNDB68390 from /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index with dimension 768.
[2025-06-03 21:50:57,322][INFO][MCPVectorOps] [vector_ops] Loaded vector store directory for type=text, security_id=MN0LNDB68390
[2025-06-03 21:50:58,354][DEBUG][MCPVectorOps] Starting new HTTPS connection (1): oauth2.googleapis.com:443
[2025-06-03 21:50:58,604][DEBUG][MCPVectorOps] https://oauth2.googleapis.com:443 "POST /token HTTP/1.1" 200 None
[2025-06-03 21:51:01,717][DEBUG][MCPVectorOps] Response sent
[2025-06-03 23:17:04,850][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-03 23:17:04,854][DEBUG][MCPVectorOps] Initializing server 'MCPVectorOpsServer'
[2025-06-03 23:17:04,855][DEBUG][MCPVectorOps] Registering handler for ListToolsRequest
[2025-06-03 23:17:04,855][DEBUG][MCPVectorOps] Registering handler for CallToolRequest
[2025-06-03 23:17:04,855][DEBUG][MCPVectorOps] Registering handler for ListResourcesRequest
[2025-06-03 23:17:04,855][DEBUG][MCPVectorOps] Registering handler for ReadResourceRequest
[2025-06-03 23:17:04,855][DEBUG][MCPVectorOps] Registering handler for PromptListRequest
[2025-06-03 23:17:04,855][DEBUG][MCPVectorOps] Registering handler for GetPromptRequest
[2025-06-03 23:17:04,855][DEBUG][MCPVectorOps] Registering handler for ListResourceTemplatesRequest
[2025-06-03 23:17:04,862][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-03 23:17:04,862][DEBUG][MCPVectorOps] Creating MCPVectorOpsServer instance
[2025-06-03 23:17:04,862][DEBUG][MCPVectorOps] Using selector: EpollSelector
[2025-06-03 23:17:04,870][DEBUG][MCPVectorOps] Received message: root=InitializedNotification(method='notifications/initialized', params=None, jsonrpc='2.0')
[2025-06-03 23:17:04,871][DEBUG][MCPVectorOps] Received message: <mcp.shared.session.RequestResponder object at 0x7e7460aae0d0>
[2025-06-03 23:17:04,871][INFO][MCPVectorOps] Processing request of type CallToolRequest
[2025-06-03 23:17:04,871][DEBUG][MCPVectorOps] Dispatching request of type CallToolRequest
[2025-06-03 23:17:04,871][DEBUG][MCPVectorOps] Received vector_ops request: {
  "operation": "search_similar",
  "security_id": "MN0LNDB68390",
  "vector_store_type": "text",
  "query": "security_id, ISIN, currency, principal_amount_issued, coupon_rate_type, coupon_rate, coupon_frequency, issue_date, maturity_date, trustee_agent, call_provisions, put_provisions, governing_law, default_interest_rate, denomination, listing_venue",
  "queries": null,
  "k": 5,
  "n_clusters": 10
}
[2025-06-03 23:17:04,872][INFO][MCPVectorOps] [vector_ops] Using vector_store_type=text for security_id=MN0LNDB68390
